team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
COL,2018,COL,COL,Team Level,4on5,82,0.13,0.14,0.17,26417,73.22,6.63,3.57,9.09,2.16,18.55,76,6.41,6.63,6.41,104,12,8,124,8,7,1,4,4,15,78,96,108,11,22,217,103,53,33,90,15,11,1.63,2.18,2.81,4,1,3,124,116,116,32,0.83,1.42,1.42,6.03,6.03,6.01,392.79,45.4,35.41,82.42,12.75,246.98,130.04,42.98,45.4,42.98,415,138,237,790,48,52,10,78,14,211,150,367,505,15,31,259,36,21,58,400,101,52,10.01,12.27,23.12,8,12,28,790,553,553,4,8.97,13.02,12.5,41.86,41.86,40.72
COL,2018,COL,COL,Team Level,5on4,82,0.92,0.88,0.86,26619,359.63,46.89,32.95,70.12,11.61,225.89,118.55,45.2,46.89,45.2,377,129,170,676,57,30,9,81,15,174,149,320,449,21,45,253,26,10,49,347,108,51,9.16,11.98,25.74,10,16,31,676,506,506,1,8.33,8.92,8.59,46.62,46.62,45.18,51.42,4.12,2.38,5.86,1.42,13.66,55.56,4.1,4.12,4.1,68,15,11,94,4,0,0,9,1,16,53,64,79,14,33,230,88,65,40,65,14,4,1.24,1.84,1.05,2,2,0,94,83,83,38,0.54,0,0,4.67,4.67,4.64
CGY,2018,CGY,CGY,Team Level,other,82,0.54,0.51,0.51,11082,131.87,31.15,9.08,22.96,4.24,70.21,46.37,30.48,31.15,30.48,138,46,56,240,34,14,5,20,6,58,52,104,150,10,31,117,24,34,27,98,41,45,3.48,5.12,22.54,2,8,24,240,184,184,14,2.61,4.28,3.92,29.83,29.83,29.47,126.41,26.14,9.02,22.39,4.19,68.43,44.83,24.69,26.14,24.69,116,59,57,232,22,11,3,18,7,53,64,94,153,6,23,129,37,24,36,91,46,38,3.22,6.05,16.87,5,6,11,232,175,175,18,2.66,4.01,4.38,24.42,24.42,23.48
CGY,2018,CGY,CGY,Team Level,all,82,0.53,0.54,0.53,297055,2633.91,259.56,184.38,591.21,86.13,1457.7,1110.14,250.08,260.1,250.59,2654,1037,1275,4966,289,198,47,594,102,1177,1331,2365,3402,284,630,2490,1233,844,1189,2684,752,255,74.34,93.22,92,85,114,90,4986.78,3691,3700.54,670,40.42,49.6,49.66,250.18,250.68,246.36,2310.96,229.73,158.24,520.76,75.7,1265,991.57,219.73,229.75,219.79,2301,940,1033,4274,223,188,28,515,107,937,1271,2078,3018,314,680,2265,1680,788,1100,2330,685,226,66.63,84.01,79.1,83,79,61,4259.21,3241,3235.81,681,34.97,42.28,42.48,222.22,222.25,216.71
CGY,2018,CGY,CGY,Team Level,5on5,82,0.53,0.54,0.53,237752,2073.18,175,138.12,485.78,67.99,1144.85,892.33,169.5,175.53,170,2063,842,1045,3950,190,130,28,494,86,925,1080,1873,2715,246,538,1936,1155,708,1010,2161,610,134,61.96,75.49,37.54,67,89,34,3970.78,2905,2914.54,595,28.5,29.01,29.22,174.21,174.7,171.89,1830.79,153.93,120.36,432.26,59.77,1003.56,792.13,148.99,153.95,149.05,1822,740,824,3386,152,140,18,435,78,741,1016,1670,2410,274,584,1736,1541,660,920,1904,527,131,54.72,63.93,35.3,68,57,27,3371.21,2562,2556.81,596,24.83,27.44,27.27,151.5,151.53,149.24
CGY,2018,CGY,CGY,Team Level,4on5,82,0.17,0.16,0.19,22591,66.7,9.3,3.67,8.62,2.19,17.28,53,8.62,9.3,8.62,78,17,11,106,15,7,2,5,2,9,57,63,80,13,28,213,40,76,58,55,21,19,1.25,2.59,5.46,6,4,5,106,95,95,54,0.83,2.1,2.1,7.97,7.97,7.85,292.59,44.03,26.12,58.59,9.93,178.06,93.26,40.51,44.03,40.51,277,133,138,548,42,35,7,56,19,132,126,235,368,18,38,192,29,31,78,264,93,53,7.27,11.39,25.37,7,12,23,548,410,410,5,6.84,9.78,9.78,41.08,41.08,38.79
CGY,2018,CGY,CGY,Team Level,5on4,82,0.89,0.86,0.84,25630,362.15,44.13,33.52,73.86,11.7,225.36,118.45,41.49,44.13,41.49,375,132,163,670,50,47,12,75,8,185,142,325,457,15,33,224,14,26,94,370,80,57,7.65,10.02,26.47,10,13,27,670,507,507,7,8.48,14.22,14.42,38.19,38.19,37.16,61.17,5.63,2.75,7.53,1.79,14.95,61.36,5.53,5.63,5.53,86,8,14,108,7,2,0,6,3,11,65,79,87,16,35,208,73,73,66,71,19,4,1.42,2.65,1.56,3,4,0,108,94,94,62,0.64,1.05,1.05,5.21,5.21,5.19
CHI,2018,CHI,CHI,Team Level,other,82,0.46,0.52,0.51,9198,148.42,30.14,10.45,24.92,4.77,82.09,50.69,29.14,30.14,29.14,151,53,65,269,38,5,2,27,8,66,60,113,166,5,10,132,33,35,21,117,51,36,4.32,6.41,19.42,12,9,17,269,204,204,10,3.06,2.07,2.07,31.07,31.07,30.1,145.16,35.68,10.45,23.96,4.65,73.94,48.33,33.48,35.68,33.48,145,52,51,248,45,14,4,16,8,65,49,100,152,8,16,109,32,24,21,95,52,50,3.61,6.4,25.67,10,9,26,248,197,197,15,3.07,4.13,4.13,34.62,34.62,32.9
CHI,2018,CHI,CHI,Team Level,all,82,0.45,0.49,0.48,298759,2503.56,222.35,174.08,563.48,80.69,1414.35,1052.24,216.27,222.83,216.76,2668,842,1255,4765,267,146,36,630,88,1053,1326,2401,3243,242,528,2354,1349,616,795,2678,648,184,79.52,77.83,65,103,88,76,4757.69,3510,3508.97,572,38.01,31.87,32.46,227.7,228.08,224.17,2705.12,270.85,195.48,602.56,87.47,1495.11,1106.66,259.46,272.01,260.62,2853,907,1116,4876,291,233,43,575,107,1168,1386,2562,3469,252,543,2404,1784,717,760,2662,831,267,78.87,99.92,92.06,99,98,94,4903.93,3760,3778.04,522,43.19,48.98,48.98,264.93,266.01,259.03
CHI,2018,CHI,CHI,Team Level,5on5,82,0.45,0.49,0.48,246144,1997.45,156.75,132.62,468.35,64.38,1120.09,857.95,153.29,157.23,153.77,2135,667,1032,3834,185,110,25,533,67,823,1084,1950,2617,214,470,1834,1254,509,683,2184,505,113,65.38,60.3,31.06,83,64,38,3826.69,2802,2800.97,504,27.23,22.66,23.82,160.02,160.41,158.53,2154.94,188.04,149.18,497.36,69.58,1189.78,894.19,180.77,189.21,181.94,2272,718,951,3941,187,180,31,485,80,910,1148,2085,2803,219,475,1910,1677,623,660,2165,665,160,65.02,79.8,43.22,73,77,37,3968.93,2990,3008.04,455,30.96,37.42,37.42,181.45,182.53,179
CHI,2018,CHI,CHI,Team Level,4on5,82,0.13,0.12,0.13,20863,53.81,6.28,2.68,6.83,1.48,15.04,41.69,6.05,6.28,6.05,64,10,10,84,5,3,2,8,3,15,40,59,69,14,30,184,45,57,54,46,19,9,1.19,2.42,2.67,0,2,3,84,74,74,51,0.61,0.88,0.88,6.01,6.01,6,361.03,42.85,33.63,76.24,12,220.77,115.51,40.94,42.85,40.94,376,125,107,608,56,39,8,72,16,176,142,320,445,13,26,216,16,16,32,347,104,50,9.12,12.49,21.23,16,10,30,608,501,501,7,8.65,7.43,7.43,44.06,44.06,42.34
CHI,2018,CHI,CHI,Team Level,5on4,82,0.87,0.88,0.86,22554,303.89,29.17,28.33,63.39,10.06,197.12,101.92,27.79,29.17,27.79,318,112,148,578,39,28,7,62,10,149,142,279,391,9,18,204,17,15,37,331,73,26,8.62,8.71,11.84,8,13,18,578,430,430,7,7.11,6.26,5.7,30.6,30.6,29.54,43.99,4.28,2.22,4.99,1.23,10.63,48.64,4.27,4.28,4.27,60,12,7,79,3,0,0,2,3,17,47,57,69,12,26,169,59,54,47,55,10,7,1.11,1.23,1.94,0,2,1,79,72,72,45,0.52,0,0,4.8,4.8,4.79
PHI,2018,PHI,PHI,Team Level,other,82,0.51,0.51,0.51,14183,137.48,25.14,10.01,26.08,4.83,77.94,49.26,23.69,25.14,23.69,140,57,61,258,32,14,4,24,6,54,67,108,165,8,16,123,31,19,33,123,42,32,4.39,5.42,15.32,12,6,14,258,197,197,16,2.81,4.33,4.33,23.35,23.35,22.94,135.2,23.71,9.54,25.2,4.61,73.96,50.11,22.39,23.71,22.39,146,43,57,246,32,9,2,27,3,53,65,114,157,9,18,100,37,28,31,115,44,30,3.92,5.71,14.08,10,8,14,246,189,189,15,2.74,2.47,2.47,23.84,23.84,22.86
PHI,2018,PHI,PHI,Team Level,all,82,0.49,0.49,0.5,297829,2535.08,236.88,173.34,579.29,83.14,1378.59,1087.42,226.91,235.87,225.99,2579,969,1184,4732,241,224,42,601,80,1031,1371,2338,3307,284,611,2638,1755,489,818,2642,656,250,72.4,80.33,84.14,83,87,71,4677.6,3548,3518.29,515,38.47,51.12,51.12,223.66,222.59,217.57,2580.04,244.53,172.06,588.05,82.99,1388.71,1100.99,234.65,247.03,236.99,2666,916,1276,4858,280,223,39,683,75,1085,1236,2386,3302,280,601,2180,1735,654,839,2665,659,258,76.73,80.34,87.46,101,94,85,4933.46,3582,3626.62,509,37.77,47.81,48.37,233.6,235.8,229.84
PHI,2018,PHI,PHI,Team Level,5on5,82,0.49,0.48,0.49,237990,1962.57,162.11,125.3,466.17,64.28,1053.69,862.83,156.75,161.1,155.83,1978,762,953,3693,167,162,29,488,62,772,1089,1811,2573,245,528,2032,1631,403,682,2082,511,147,58.43,62.4,41.28,61,71,35,3638.6,2740,2710.29,449,25.92,35.77,35.77,151.94,150.88,148.73,2063.06,171.04,131.19,491.89,66.47,1114.2,880.41,165.66,173.53,168,2115,743,1074,3932,191,170,30,584,58,868,987,1924,2667,251,543,1743,1612,536,665,2198,489,171,63.78,59.23,48.02,81,68,42,4007.46,2858,2902.62,421,27.09,36.75,37.02,160.9,163.1,160.45
PHI,2018,PHI,PHI,Team Level,4on5,82,0.13,0.15,0.18,21733,62.96,6.49,3.07,7.88,1.86,16.36,57.33,6.3,6.49,6.3,77,16,8,101,4,4,0,6,5,10,64,73,89,16,37,203,67,48,49,63,20,10,1.18,2.63,2.67,1,3,0,101,93,93,46,0.71,0.77,0.77,6.43,6.43,6.42,310.71,42.35,27.93,62.78,9.95,182.48,100.52,39.24,42.35,39.24,315,111,138,564,48,41,7,63,13,149,112,267,378,13,26,184,29,26,74,275,104,47,7.59,12.45,22.32,9,13,26,564,426,426,9,7.17,7.89,8.18,41.34,41.34,39.06
PHI,2018,PHI,PHI,Team Level,5on4,82,0.85,0.85,0.83,23923,372.07,43.15,34.94,79.14,12.17,230.58,118,40.18,43.15,40.18,384,134,162,680,38,44,9,83,7,195,151,346,480,15,30,280,26,19,54,374,83,61,8.4,9.88,24.87,9,7,22,680,518,518,4,9.03,10.25,10.25,41.93,41.93,39.48,71.08,7.44,3.4,8.17,1.96,18.07,69.95,7.37,7.44,7.37,90,19,7,116,9,3,0,9,1,15,72,81,100,7,14,153,57,64,69,77,22,10,1.44,2.95,3.05,1,5,3,116,109,109,64,0.77,0.7,0.7,7.51,7.51,7.45
BUF,2018,BUF,BUF,Team Level,other,82,0.46,0.51,0.51,10314,135.36,25.71,9.59,25.07,4.42,73.24,50.35,23.5,25.71,23.5,141,53,55,249,21,12,5,28,11,69,53,120,173,9,18,115,23,18,38,121,41,32,5.05,5.25,15.41,7,2,12,249,194,194,16,2.76,3.46,3.46,24.69,24.69,22.81,128.38,30.02,9.02,21.74,4.31,69.57,47.73,28.48,30.02,28.48,136,52,56,244,35,8,3,17,6,68,54,101,153,7,14,127,28,18,31,95,53,40,3.98,6.68,19.37,6,10,19,244,188,188,11,2.57,2.6,2.6,29.59,29.59,28.36
BUF,2018,BUF,BUF,Team Level,all,82,0.48,0.5,0.5,299661,2566.13,225.56,172.93,577.89,81.75,1450.63,1099.68,217.2,225.46,217.06,2697,961,1029,4687,221,161,36,595,118,1219,1344,2476,3437,249,535,2336,1565,503,769,2821,644,193,82.13,76.07,67.37,82,72,67,4661.34,3658,3641.96,405,37.79,35.55,35.55,224.68,224.48,218.3,2550.6,241.54,176.47,566.52,81.65,1437.17,1088.97,233.06,242.84,234.3,2704,936,1003,4643,268,144,38,620,124,1128,1357,2436,3372,266,567,2535,1662,470,829,2701,736,203,81.26,88.89,71.4,96,94,78,4686.76,3640,3671.05,447,38.38,33.91,34.03,242.57,243.75,238.43
BUF,2018,BUF,BUF,Team Level,5on5,82,0.48,0.5,0.5,244818,2051.92,159.12,131.85,477.49,65.09,1149.73,891.34,154.58,159.02,154.45,2132,780,841,3753,155,117,22,489,87,972,1092,1977,2757,224,483,1828,1444,433,631,2290,504,118,68.03,58.94,32.16,63,60,32,3727.34,2912,2895.96,340,27.07,23.78,23.99,159.86,159.66,156.77,2060.06,169.57,136.59,475.89,65.96,1160.93,890.67,165.01,170.85,166.26,2187,750,825,3762,187,112,29,530,103,882,1124,2000,2750,242,519,2004,1542,381,702,2231,593,113,67.58,71.02,30.96,80,73,34,3805.75,2937,2968.05,397,28.1,25.05,25.5,169.56,170.74,168.2
BUF,2018,BUF,BUF,Team Level,4on5,82,0.09,0.12,0.13,21355,35.6,3.74,1.54,3.63,1.04,8.11,44.06,3.64,3.74,3.64,53,11,8,72,3,1,0,4,2,13,41,50,61,4,8,164,70,42,46,48,11,5,0.65,1.51,1.58,0,2,1,72,64,64,42,0.37,0.26,0.26,3.72,3.72,3.63,305.03,37.45,28.08,61.1,9.73,190.27,99.7,35.13,37.45,35.13,313,118,117,548,39,22,6,67,12,163,128,274,392,11,22,216,28,23,56,311,74,46,8.16,9.3,19.98,5,10,24,548,431,431,3,7.08,5.88,5.55,38.65,38.65,37.14
BUF,2018,BUF,BUF,Team Level,5on4,82,0.89,0.87,0.85,23174,343.26,37,29.95,71.7,11.2,219.55,113.93,35.48,37,35.48,371,117,125,613,42,31,9,74,18,165,158,329,446,12,26,229,28,10,54,362,88,38,8.4,10.38,18.21,12,8,22,613,488,488,7,7.57,8.05,7.84,36.41,36.41,35.09,57.14,4.51,2.79,7.78,1.64,16.4,50.87,4.44,4.51,4.44,68,16,5,89,7,2,0,6,3,15,51,61,77,6,12,188,64,48,40,64,16,4,1.54,1.88,1.09,5,1,1,89,84,84,36,0.63,0.38,0.38,4.77,4.77,4.74
NSH,2018,NSH,NSH,Team Level,other,82,0.51,0.53,0.53,15669,140.29,28.83,10.65,24.04,4.79,80.8,49.07,27.35,28.83,27.35,152,49,68,269,37,12,0,24,8,64,56,115,164,10,20,152,31,14,32,115,51,35,4.12,6.1,18.61,10,6,21,269,201,201,17,3.06,2.87,2.89,28.8,28.8,27.85,128.65,27.17,9.01,22.48,4.17,72.53,43.7,26.05,27.17,26.05,114,66,61,241,20,8,3,16,8,73,55,94,160,8,16,144,40,28,29,93,52,35,3.65,6.18,17.34,1,6,13,241,180,180,11,2.62,2.89,2.89,26.84,26.84,25.67
NSH,2018,NSH,NSH,Team Level,all,82,0.5,0.52,0.52,298044,2610.23,231.94,179.27,597.76,84.62,1458.39,1109.36,223.16,232.87,224.05,2678,1017,1203,4898,236,208,35,627,95,1213,1316,2442,3459,288,628,2537,1492,628,857,2827,645,223,80.39,76.55,75.01,96,71,69,4901.2,3695,3702.05,463,39.22,43.1,43.24,225.64,225.83,220.75,2396.18,233.18,164.43,529.83,77.24,1327.08,1026.69,225.52,233.15,225.44,2460,948,1078,4486,212,169,31,581,82,1041,1323,2248,3196,291,648,2385,1559,549,831,2512,670,226,72.99,79.21,80.98,66,76,70,4487.21,3408,3410.53,477,36.1,40.48,41.54,224.48,224.69,219.86
NSH,2018,NSH,NSH,Team Level,5on5,82,0.51,0.52,0.52,234830,2090.23,164.84,136.71,499.12,67.56,1159.5,890.36,158.98,165.77,159.86,2133,815,952,3900,164,166,29,525,75,967,1051,1969,2784,256,566,1973,1402,526,680,2313,488,147,65.04,58.38,41.42,74,59,31,3903.2,2948,2955.05,392,28.19,33.81,34.11,156.9,157.1,153.96,1885.27,156.73,124.43,435.12,61.12,1037.62,821.11,152.34,156.69,152.26,1955,726,887,3568,141,131,21,499,63,772,1075,1814,2540,252,568,1821,1430,457,667,2038,514,129,60,61.27,35.46,55,60,26,3569.21,2681,2683.53,415,25.61,26.84,27.48,151.85,152.05,149.86
NSH,2018,NSH,NSH,Team Level,4on5,82,0.13,0.17,0.18,23360,64.7,6.08,3.37,7.96,1.85,17.81,63.93,6.03,6.08,6.03,71,30,14,115,7,1,0,8,0,23,62,64,94,6,12,198,37,71,52,72,22,7,1.53,2.64,1.9,3,2,2,115,101,101,45,0.77,0.21,0.21,6.63,6.63,6.62,317.74,41.96,27.78,64.55,10.1,200.2,103.68,39.89,41.96,39.89,320,132,116,568,45,27,7,61,11,176,132,275,407,19,38,217,26,20,90,321,79,52,7.97,8.68,25.31,8,9,28,568,452,452,7,7.13,9.91,10.33,38.56,38.56,37.11
NSH,2018,NSH,NSH,Team Level,5on4,82,0.81,0.85,0.82,24185,315.02,32.19,28.53,66.64,10.42,200.28,106,30.8,32.19,30.8,322,123,169,614,28,29,6,70,12,159,147,294,417,16,30,214,22,17,93,327,84,34,9.69,9.43,13.08,9,4,15,614,445,445,9,7.21,6.2,6.03,33.3,33.3,32.32,64.52,7.33,3.21,7.69,1.86,16.73,58.19,7.25,7.33,7.25,71,24,14,109,6,3,0,5,0,20,61,65,89,12,26,203,63,44,45,60,25,10,1.37,3.09,2.87,2,1,3,109,95,95,44,0.74,0.84,0.84,7.23,7.23,7.21
DET,2018,DET,DET,Team Level,other,82,0.47,0.53,0.53,11846,159.61,24.59,11.02,28.34,4.95,88.28,59.94,23.81,24.59,23.81,154,65,56,275,32,8,3,25,9,69,76,122,187,5,10,142,39,22,34,137,54,28,5.7,6.69,12.2,8,10,14,275,219,219,10,3.16,2.36,2.36,25.26,25.26,24.59,134.92,28.23,9.38,23.15,4.95,75.94,51.62,27.03,28.23,27.03,133,64,45,242,32,5,1,20,10,67,63,101,165,1,2,121,36,24,28,115,46,36,4.51,5.88,17.84,11,3,18,242,197,197,12,2.66,1.2,1.25,29.38,29.38,28.25
DET,2018,DET,DET,Team Level,all,82,0.45,0.47,0.46,299819,2356.09,217.11,158.59,521.9,75.94,1291.21,1021.52,209.88,216.81,209.58,2393,897,1076,4366,224,146,30,513,97,1073,1237,2169,3066,274,595,2567,1751,473,1024,2467,635,188,72.94,76.4,67.77,77,74,73,4341.76,3290,3275.24,571,34.99,33.13,33.38,218.45,217.91,213.35,2738.02,267.86,191.35,617.03,89.81,1510.67,1143.59,257.49,269.63,259.26,2762,1063,1102,4927,272,207,40,621,109,1259,1357,2490,3553,254,551,2491,1716,490,841,2763,792,270,81.06,95.81,90.98,94,97,81,4974.81,3825,3857.55,434,42.15,47.41,48.43,261.26,263.28,257.41
DET,2018,DET,DET,Team Level,5on5,82,0.45,0.47,0.46,244565,1865.44,150.04,120.78,432.23,60.42,1023.38,819.22,145.88,149.74,145.58,1888,719,899,3506,149,111,22,434,81,841,991,1739,2458,247,538,2032,1620,384,847,2013,481,113,59.42,57.47,33.16,65,50,34,3481.76,2607,2592.24,488,24.92,24.28,24.4,150.48,149.94,147.49,2168.98,184.07,143.56,509.08,70.46,1190.52,924.39,178.5,185.83,180.27,2205,818,911,3934,180,155,25,529,82,983,1094,2025,2843,226,490,1981,1609,416,705,2235,627,161,65.62,75.28,43.16,75,77,28,3981.82,3023,3055.55,383,29.7,32.96,33.36,180.34,182.36,179.56
DET,2018,DET,DET,Team Level,4on5,82,0.12,0.14,0.15,23110,64.94,6.86,2.98,8.5,2.09,16.75,56.82,6.7,6.86,6.7,79,15,12,106,7,6,1,9,1,12,59,72,87,7,17,199,71,48,61,66,18,10,1.36,2.42,3.07,1,4,2,106,94,94,58,0.7,2.03,2.03,5.53,5.53,5.52,381.04,50.4,36.04,78.24,12.71,229.57,118.04,46.9,50.4,46.9,358,167,136,661,54,46,13,69,17,194,145,304,471,16,37,209,23,15,70,353,107,65,9.55,13.03,27.83,5,15,34,661,525,525,5,9.25,12.8,13.36,46.31,46.31,44.34
DET,2018,DET,DET,Team Level,5on4,82,0.87,0.84,0.82,20298,266.1,35.62,23.81,52.82,8.47,162.8,85.54,33.49,35.62,33.49,272,98,109,479,36,21,4,45,6,151,111,236,334,15,30,194,21,19,82,251,82,37,6.47,9.82,19.34,3,10,23,479,370,370,15,6.2,4.46,4.58,37.18,37.18,35.74,53.08,5.17,2.38,6.57,1.69,14.64,49.55,5.07,5.17,5.07,66,14,10,90,6,1,1,3,0,15,55,60,74,11,22,180,48,35,38,60,12,8,1.39,1.63,2.15,3,2,1,90,80,80,34,0.54,0.46,0.46,5.24,5.24,5.24
DAL,2018,DAL,DAL,Team Level,other,82,0.51,0.51,0.51,12176,154.3,32.01,10.7,28.25,5.24,83.45,55.41,29.11,32.01,29.11,158,58,57,273,27,18,3,18,9,78,66,131,189,9,24,140,29,29,30,121,45,50,4.88,5.39,21.73,7,5,15,273,216,216,8,3.18,5.7,5.69,29.5,29.5,27.72,144.25,30.63,10.26,24,4.99,86.66,50.6,29.04,30.63,29.04,146,63,56,265,29,8,2,22,10,78,62,117,180,10,24,125,36,12,37,119,50,40,4.08,6.38,20.16,6,5,18,265,209,209,22,2.97,1.62,1.62,31.84,31.84,30.41
DAL,2018,DAL,DAL,Team Level,all,82,0.51,0.48,0.49,297756,2407.7,231.15,163.76,555.44,79.69,1328.04,1015.99,220.42,230.78,220.12,2519,856,1175,4550,209,193,30,516,78,1093,1286,2310,3166,278,593,2529,1820,574,1028,2464,686,225,71.07,83.18,76.89,77,70,62,4539.02,3375,3368.96,558,36.06,41.17,41.23,225.99,225.64,219.63,2522.87,221.88,169.19,580.59,84.1,1424.67,1087.98,213.97,222.79,214.84,2587,987,1288,4862,200,161,27,576,84,1249,1304,2387,3374,252,556,2346,1678,525,907,2733,644,197,74.22,78.74,68.91,74,66,60,4870.22,3574,3578.02,546,37.06,32.79,32.83,225.72,226.35,220.66
DAL,2018,DAL,DAL,Team Level,5on5,82,0.51,0.48,0.48,243201,1909.17,157.14,125.37,457.13,62.93,1048.68,816.75,152.92,156.76,152.62,1981,687,967,3635,138,149,20,430,60,847,1044,1843,2530,243,518,2016,1712,483,875,2003,543,122,57.4,66.08,33.65,58,58,22,3624.02,2668,2661.97,500,25.88,28.73,28.74,154.27,153.92,151.72,2006.88,152.84,127.77,484.39,66.49,1118.93,879.83,148.13,153.76,149.01,2056,778,1051,3885,135,126,21,470,61,989,1053,1921,2699,218,476,1833,1563,455,751,2231,483,120,60.44,59.21,33.19,62,48,25,3893.22,2834,2838.02,464,26.27,24.68,24.72,154.13,154.76,151.91
DAL,2018,DAL,DAL,Team Level,4on5,82,0.11,0.12,0.14,22233,47.88,4.1,2.19,6.06,1.4,12.77,47.48,4.04,4.1,4.04,65,9,9,83,3,2,0,8,1,13,47,62,71,6,12,182,52,42,42,56,14,4,1.3,1.78,1.02,3,0,0,83,74,74,37,0.49,0.5,0.5,4.09,4.09,4.06,319.21,33.37,28.76,65.79,11.02,205.12,107.95,31.87,33.37,31.87,323,129,165,617,35,24,4,77,11,167,138,288,417,16,37,215,22,13,63,325,97,30,8.61,11.2,13.56,5,13,17,617,452,452,8,7.27,5.64,5.64,34.99,34.99,33.61
DAL,2018,DAL,DAL,Team Level,5on4,82,0.88,0.85,0.84,20146,296.33,37.9,25.5,63.99,10.11,183.14,96.35,34.35,37.9,34.35,315,102,142,559,41,24,7,60,8,155,129,274,376,20,39,191,27,20,81,284,84,49,7.49,9.93,20.49,9,7,25,559,417,417,13,6.5,6.24,6.3,38.12,38.12,36.14,52.53,5.04,2.4,6.41,1.6,13.94,49.61,4.93,5.04,4.93,62,17,16,95,1,3,0,7,2,15,51,61,78,8,19,173,57,45,56,58,14,7,1.1,1.94,2.01,1,0,0,95,79,79,52,0.56,0.85,0.85,4.75,4.75,4.73
OTT,2018,OTT,OTT,Team Level,other,82,0.47,0.46,0.46,10029,104.65,24.17,8.11,17.53,3.4,58.41,33.38,23.23,24.17,23.23,112,33,50,195,27,12,2,13,7,48,38,85,118,7,12,92,24,19,28,75,31,39,2.79,3.79,17.59,4,8,15,195,145,145,19,2.34,4.04,4.04,22.46,22.46,21.79,118.7,27.51,8.01,19.91,3.77,66.38,41.42,27.14,27.51,27.14,125,42,65,232,34,2,1,16,5,63,47,91,133,8,16,104,26,18,17,103,31,33,3.81,3.88,19.82,5,5,24,232,167,167,8,2.28,0.61,0.64,29.15,29.15,28.85
OTT,2018,OTT,OTT,Team Level,all,82,0.47,0.45,0.45,296679,2370.06,229.81,160.94,541.73,77.04,1289.73,1007.81,221.19,228.84,220.22,2428,880,1065,4373,242,211,37,488,68,1079,1220,2186,3066,272,607,2387,1783,608,978,2382,688,238,64.31,84.28,81.22,67,106,69,4322.75,3308,3278.78,648,35.25,45.45,45.49,219.5,218.34,213.12,2836.7,258.24,192.87,653.29,94.1,1599.15,1205.35,249.85,260.4,251.94,2931,1072,1381,5384,301,194,37,637,98,1301,1472,2630,3702,272,616,2428,1985,605,861,3033,724,246,85.05,87.04,86.14,99,104,98,5449.87,4003,4044.94,487,41.82,39.03,39.14,260.91,262.72,257.03
